top - 12:19:14 up 8 days, 49 min,  1 user,  load average: 2.24, 2.37, 2.59
Tasks: 508 total,   1 running, 505 sleeping,   0 stopped,   2 zombie
%Cpu(s): 22.6 us, 12.8 sy,  0.0 ni, 58.5 id,  5.5 wa,  0.0 hi,  0.6 si,  0.0 st
MiB Mem :  15889.4 total,    190.1 free,  13454.5 used,   2244.8 buff/cache
MiB Swap:   2048.0 total,      0.0 free,   2048.0 used.    835.0 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 253564 200       20   0 6581072   1.4g      0 S   0.0   9.3  29:29.70 java
 472649 whoopsie  20   0  406156   7212    872 S   0.0   0.0   0:01.16 whoopsie
 558963 mohit.k+  20   0   23380   2876   1552 S   0.0   0.0   0:00.15 bash
 771732 mohit.k+  20   0  279824    344      0 S   0.0   0.0   0:00.05 gvfsd-h+
 805885 www-data  20   0 1942528   1420     64 S   0.0   0.0   0:00.00 apache2
 805886 www-data  20   0 2008064   1420     64 S   0.0   0.0   0:00.00 apache2
 805952 root      20   0   29328   2376      0 S   0.0   0.0   0:01.09 cupsd
 805953 root      20   0  179768   6056   1328 S   0.0   0.0   0:06.65 cups-br+
 848823 root      20   0  712456   2344      0 S   0.0   0.0   0:15.73 contain+
 848845 systemd+  20   0 1228824 119740      0 S   0.0   0.7   1:33.73 mysqld
 848997 root      20   0 1304340    508      0 S   0.0   0.0   0:00.09 docker-+
 849006 root      20   0 1231120    620      0 S   0.0   0.0   0:00.12 docker-+
 849033 root      20   0  712200   2216      0 S   0.0   0.0   0:12.02 contain+
 849055 root      20   0  233340   8424   2568 S   0.0   0.1   0:05.72 apache2
 849283 www-data  20   0  311212  32252  21408 S   0.0   0.2   0:00.71 apache2
 849284 www-data  20   0  309132  26180  18240 S   0.0   0.2   0:00.11 apache2
 849285 www-data  20   0  233848   6300     64 S   0.0   0.0   0:00.00 apache2
 849286 www-data  20   0  233824   6176     64 S   0.0   0.0   0:00.00 apache2
 849287 www-data  20   0  233824   6096     64 S   0.0   0.0   0:00.00 apache2
 849304 systemd+  20   0       0      0      0 Z   0.0   0.0   0:02.04 mysqld
 850533 www-data  20   0  233824   6064     64 S   0.0   0.0   0:00.00 apache2
 850556 www-data  20   0  233380   5900      0 S   0.0   0.0   0:00.00 apache2
 850557 www-data  20   0  309132  27664  18240 S   0.0   0.2   0:00.17 apache2
 850558 www-data  20   0  233380   5892      0 S   0.0   0.0   0:00.00 apache2
 850559 www-data  20   0  233380   5900      0 S   0.0   0.0   0:00.00 apache2
 909481 root      20   0  111972    544      0 S   0.0   0.0   0:10.68 contain+
 909537 root      20   0  733108  11476   1888 S   0.0   0.1   0:34.36 brigade+
 909753 root      20   0  111716    972      0 S   0.0   0.0   0:08.31 contain+
 909794 systemd+  20   0     212      0      0 S   0.0   0.0   0:00.01 dumb-in+
 909845 systemd+  20   0  741372  19128   4104 S   0.0   0.1   3:13.31 nginx-i+
 910029 systemd+  20   0  145024  18564    936 S   0.0   0.1   0:00.18 nginx
 910094 systemd+  20   0  158084  26920    952 S   0.0   0.2   0:28.27 nginx
 910095 systemd+  20   0  158084  24652    568 S   0.0   0.2   0:24.12 nginx
 910096 systemd+  20   0  158084  25240    832 S   0.0   0.2   0:25.03 nginx
 910108 systemd+  20   0  158084  24876    568 S   0.0   0.2   0:23.99 nginx
 910109 systemd+  20   0  143092  16432      0 S   0.0   0.1   0:00.51 nginx
 910418 root      20   0  111780    668      0 S   0.0   0.0   0:08.17 contain+
 910439 root      20   0  736240  16600   6964 S   0.0   0.1   4:46.90 storage+
 911689 mohit.k+  20   0    8228     64      0 S   0.0   0.0   0:00.00 cat
 911690 mohit.k+  20   0    8228    316    232 S   0.0   0.0   0:00.02 cat
 911692 mohit.k+  20   0   32.0g    888    560 S   0.0   0.0   0:00.07 chrome_+
 911694 mohit.k+  20   0   32.0g    380    120 S   0.0   0.0   0:00.00 chrome_+
 911700 mohit.k+  20   0   32.3g  15280   4136 S   0.0   0.1   0:00.02 chrome
 911701 mohit.k+  20   0   32.3g  14684   3540 S   0.0   0.1   0:00.02 chrome
 911702 mohit.k+  20   0   32.0g   1108    720 S   0.0   0.0   0:00.00 nacl_he+
 911705 mohit.k+  20   0   32.3g  13892   2612 S   0.0   0.1   0:07.42 chrome
 911740 mohit.k+  20   0   32.3g  27672  12160 S   0.0   0.2   0:16.58 chrome
 911793 mohit.k+  20   0 1129.9g  91956  39288 S   0.0   0.6   1:02.97 chrome
 911811 mohit.k+  20   0 1129.9g  35928  11536 S   0.0   0.2   0:10.49 chrome
 911839 mohit.k+  20   0 1129.9g  26188   8800 S   0.0   0.2   0:02.12 chrome
 911877 mohit.k+  20   0 1130.9g 114500  40988 S   0.0   0.7   5:32.37 chrome
 912326 mohit.k+  20   0 1129.9g 153828  27292 S   0.0   0.9   7:05.83 chrome
 912338 mohit.k+  20   0   32.6g   8608   7012 S   0.0   0.1   9:48.56 chrome
 912625 mohit.k+  20   0 1130.9g 173792  58484 S   0.0   1.1   2:49.12 chrome
 912772 mohit.k+  20   0 1130.9g 261876  66536 S   0.0   1.6   9:38.06 chrome
 913200 mohit.k+  20   0 1129.9g 189012  51624 S   0.0   1.2   6:15.53 chrome
 913794 mohit.k+  20   0 1129.9g  85992  21372 S   0.0   0.5  21:23.06 chrome
 913847 mohit.k+  20   0 1129.9g 222940  33972 S   0.0   1.4   1:25.67 chrome
 913868 mohit.k+  20   0 1129.9g 258408  48736 S   0.0   1.6   8:27.51 chrome
 914150 mohit.k+  20   0 1129.9g 146632  17872 S   0.0   0.9   1:27.93 chrome
 914253 mohit.k+  20   0 1131.0g 201060  63048 S   0.0   1.2   6:06.79 chrome
 914794 mohit.k+  20   0 1129.9g  25112   8232 S   0.0   0.2   0:04.52 chrome
 915696 mohit.k+  20   0 1129.9g  46032  17888 S   0.0   0.3   0:25.97 chrome
 915928 mohit.k+  20   0 1129.9g  15392   3036 S   0.0   0.1   0:02.22 chrome
 917271 mohit.k+  20   0 1130.9g 103812  12204 S   0.0   0.6   1:22.17 chrome
 917328 mohit.k+  20   0 1129.9g  44848  18024 S   0.0   0.3   0:16.92 chrome
 917408 mohit.k+  20   0 1129.9g 179104  49860 S   0.0   1.1   1:49.32 chrome
 921549 mohit.k+  20   0 1129.9g 172396  38396 S   0.0   1.1   2:25.01 chrome
 928472 mohit.k+  20   0 1131.9g 267708  46212 S   0.0   1.6   1:54.23 chrome
 929926 mohit.k+  20   0 1129.9g  69772  14616 S   0.0   0.4   0:34.13 chrome
 929942 mohit.k+  20   0 1129.9g  46132  18016 S   0.0   0.3   0:11.27 chrome
 953673 mohit.k+  20   0 1129.9g  56112  17064 S   0.0   0.3   0:16.44 chrome
 978801 root      20   0   11840    224      0 S   0.0   0.0   0:00.02 bash
1043223 root      20   0  712456   2220      0 S   0.0   0.0   0:08.87 contain+
1043245 root      20   0    8936    820      4 S   0.0   0.0   0:00.13 nginx
1043384 systemd+  20   0    9324   1248      0 S   0.0   0.0   0:00.00 nginx
1043385 systemd+  20   0    9324   1248      0 S   0.0   0.0   0:00.00 nginx
1043386 systemd+  20   0    9324   1212      0 S   0.0   0.0   0:00.00 nginx
1043387 systemd+  20   0    9324   1120      0 S   0.0   0.0   0:00.00 nginx
1061181 mohit.k+  20   0 1129.9g  87152  21172 S   0.0   0.5   0:37.89 chrome
1061233 mohit.k+  20   0 1130.9g  84184  21044 S   0.0   0.5   0:44.36 chrome
1070529 mohit.k+  20   0 1130.0g 119828  32852 S   0.0   0.7  11:11.19 chrome
1154305 mohit.k+  20   0 1695576  81476   7784 S   0.0   0.5   2:40.36 nautilus
1214491 mohit.k+  20   0 1129.9g  61564  16572 S   0.0   0.4   0:13.10 chrome
1219152 mohit.k+  20   0 1129.9g 102116  21676 S   0.0   0.6  13:34.99 chrome
1228800 mohit.k+  20   0 1129.9g 105112  28204 S   0.0   0.6   0:51.19 chrome
1235109 mohit.k+  20   0 1129.9g  61788  14332 S   0.0   0.4   1:15.91 chrome
1266617 mohit.k+  20   0 1129.9g  76912  22248 S   0.0   0.5   0:15.81 chrome
1284951 mohit.k+  20   0 1129.9g 129284  27564 S   0.0   0.8   1:18.29 chrome
1306033 mohit.k+  20   0 1129.9g  94624  19044 S   0.0   0.6   0:25.40 chrome
1321431 mohit.k+  20   0 1134.0g 299920  28944 S   0.0   1.8  12:18.56 chrome
1328545 mohit.k+  20   0 1129.9g  83600  20428 S   0.0   0.5   1:32.07 chrome
1335065 mohit.k+  20   0   20.5g  40192    764 S   0.0   0.2   1:31.35 termius+
1335069 mohit.k+  20   0   16.2g   9616   1280 S   0.0   0.1   0:00.13 termius+
1335070 mohit.k+  20   0   16.2g   9916   1568 S   0.0   0.1   0:00.14 termius+
1335072 mohit.k+  20   0   16.2g   8364      0 S   0.0   0.1   0:00.00 termius+
1335125 mohit.k+  20   0   16.0g    240      0 S   0.0   0.0   0:00.03 chrome_+
1335154 mohit.k+  20   0   16.3g  36260  20704 S   0.0   0.2   1:17.21 termius+
1335163 mohit.k+  20   0   16.3g  14996   5480 S   0.0   0.1   0:31.46 termius+
1335178 mohit.k+  20   0   24.4g  45488   6756 S   0.0   0.3   0:12.95 termius+
1335179 mohit.k+  20   0   24.3g  40180   4976 S   0.0   0.2   0:05.84 termius+
1335185 mohit.k+  20   0   24.4g 140636   9424 S   0.0   0.9   8:22.48 termius+
1350439 mohit.k+  20   0 1129.9g  59960  13708 S   0.0   0.4   0:12.28 chrome
1367286 mohit.k+  20   0 1129.9g  86212  21520 S   0.0   0.5   2:09.11 chrome
1367303 mohit.k+  20   0 1129.9g  82108  21228 S   0.0   0.5   0:38.71 chrome
1376683 mohit.k+  20   0 1129.9g 188220  29160 S   0.0   1.2   2:14.83 chrome
1407608 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/128+
1410085 mohit.k+  20   0 1129.9g 110536  16800 S   0.0   0.7   0:09.49 chrome
1470014 root       0 -20       0      0      0 I   0.0   0.0   0:05.01 kworker+
1472107 mohit.k+  20   0   36.9g  73220  21048 S   0.0   0.5   1:33.10 code
1472110 mohit.k+  20   0   32.2g  13456   4980 S   0.0   0.1   0:00.03 code
1472111 mohit.k+  20   0   32.2g  12360   4024 S   0.0   0.1   0:00.03 code
1472113 mohit.k+  20   0   32.2g   9492   1000 S   0.0   0.1   0:00.00 code
1472133 mohit.k+  20   0   32.0g   1516   1264 S   0.0   0.0   0:00.01 chrome_+
1472149 mohit.k+  20   0   32.5g  57880  16444 S   0.0   0.4   2:25.49 code
1472158 mohit.k+  20   0   32.3g  17628   8080 S   0.0   0.1   0:01.16 code
1472170 mohit.k+  20   0   50.5g 150500  28364 S   0.0   0.9   7:03.87 code
1472397 mohit.k+  20   0   44.5g  62620  19444 S   0.0   0.4   0:19.77 code
1472410 mohit.k+  20   0   36.4g 134856  13204 S   0.0   0.8   0:19.03 code
1472427 mohit.k+  20   0   36.4g  30836  10180 S   0.0   0.2   0:05.45 code
1472750 mohit.k+  20   0   36.4g  26524  10356 S   0.0   0.2   0:01.46 code
1473946 mohit.k+  20   0   36.4g  37200   9536 S   0.0   0.2   0:01.30 code
1500914 root      20   0       0      0      0 I   0.0   0.0   0:07.30 kworker+
1504380 root      20   0       0      0      0 I   0.0   0.0   0:01.66 kworker+
1512182 mohit.k+  20   0   36.4g  26060   9212 S   0.0   0.2   0:00.61 code
1513007 root      20   0       0      0      0 I   0.0   0.0   0:03.29 kworker+
1513085 root      20   0       0      0      0 I   0.0   0.0   0:06.67 kworker+
1514646 mohit.k+  20   0   36.4g 115744  13720 S   0.0   0.7   0:07.11 code
1514812 mohit.k+  20   0   36.4g  36288   9276 S   0.0   0.2   0:00.94 code
1515767 root      20   0       0      0      0 I   0.0   0.0   0:02.25 kworker+
1518164 root      20   0       0      0      0 I   0.0   0.0   0:01.28 kworker+
1522149 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1522949 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
1523257 root      20   0       0      0      0 I   0.0   0.0   0:00.95 kworker+
1525376 root      20   0       0      0      0 I   0.0   0.0   0:00.17 kworker+
1525508 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1525639 root      20   0       0      0      0 I   0.0   0.0   0:00.58 kworker+
1526400 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1526440 root       0 -20       0      0      0 I   0.0   0.0   0:00.10 kworker+
1527026 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1528499 mohit.k+  20   0   23380   7932   2356 S   0.0   0.0   0:00.14 bash
1529328 root      20   0       0      0      0 I   0.0   0.0   0:00.03 kworker+
1529329 root      20   0       0      0      0 I   0.0   0.0   0:00.27 kworker+
1529330 root      20   0       0      0      0 I   0.0   0.0   0:00.35 kworker+
1529331 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529332 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529333 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529334 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529335 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529336 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529337 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529338 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529339 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529340 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529341 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker+
1529342 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529343 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529344 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker+
1529345 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529346 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529347 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529446 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529447 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529448 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529449 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529502 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529503 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529504 root      20   0       0      0      0 I   0.0   0.0   0:00.47 kworker+
1529505 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529506 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529510 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529511 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529512 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529513 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529514 root      20   0       0      0      0 I   0.0   0.0   0:00.87 kworker+
1529515 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529516 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529517 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529518 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
1529640 mohit.k+  20   0 1129.9g  61340  45580 S   0.0   0.4   0:00.02 chrome
1529971 mohit.k+  20   0  772764  34152  15716 S   0.0   0.2   0:00.98 terrafo+
1530123 mohit.k+  20   0  715248  13796   9756 S   0.0   0.1   0:00.10 terrafo+
1530270 root      20   0  111972   5772   4740 S   0.0   0.0   0:00.05 contain+
1530271 root      20   0  113444   5648   4980 S   0.0   0.0   0:00.06 contain+
1530312 nobody    20   0     972      4      0 S   0.0   0.0   0:00.10 pause
1530313 nobody    20   0     972      4      0 S   0.0   0.0   0:00.12 pause
1530341 root      20   0  113124   4504   3900 S   0.0   0.0   0:00.03 contain+
1530359 root      20   0  111780   4768   4144 S   0.0   0.0   0:00.02 contain+
1530390 nobody    20   0     972      4      0 S   0.0   0.0   0:00.08 pause
1530396 nobody    20   0     972      4      0 S   0.0   0.0   0:00.04 pause
1530503 root      20   0  112868   6840   6092 S   0.0   0.0   0:00.03 contain+
1530523 nobody    20   0     972      4      0 S   0.0   0.0   0:00.05 pause
1530578 root      20   0  113380   6656   5880 S   0.0   0.0   0:00.04 contain+
1530599 nobody    20   0  710688   6832   5612 S   0.0   0.0   0:00.12 configm+
1530756 root      20   0  113380   6396   5588 S   0.0   0.0   0:00.02 contain+
1530776 nobody    20   0  715276   8000   5896 S   0.0   0.0   0:00.01 node_ex+
1531041 root      20   0  111972   6116   5564 S   0.0   0.0   0:00.02 contain+
1531093 root      20   0  111972   7124   6324 S   0.0   0.0   0:00.01 contain+
1531116 nobody    20   0  712096   6760   5592 S   0.0   0.0   0:00.06 configm+
1531305 root      20   0  111908   7064   5888 S   0.0   0.0   0:00.01 contain+
1531326 nobody    20   0  717020  10516   5552 S   0.0   0.1   0:00.06 pushgat+
1531450 root      20   0  111908   7612   6220 S   0.0   0.0   0:00.03 contain+
1531470 nobody    20   0  736404  31696  22828 S   0.0   0.2   0:00.46 kube-st+
1531860 root      20   0  113316   7148   5996 S   0.0   0.0   0:00.03 contain+
1531881 nobody    20   0 1288472 307636  47964 S   0.0   1.9   0:08.12 prometh+
1532226 mohit.k+  20   0    2616    528    456 S   0.0   0.0   0:00.01 sh
